id_servicio,tipo,habitacion,edificio,seccion,bellboy,hora_solicitud,hora_asignacion,hora_entrega,hora_limite_salida,tiempo_total_servicio,tiempo_espera_asignacion,a_tiempo,hora_del_dia
SRV_321,Check-out,1721,Luna,Norte,BB_23,2026-03-15 08:02:00,2026-03-15 08:27:00,2026-03-15 08:42:00,2026-03-15 09:02:00,40.0,25.0,True,8
SRV_322,Check-out,1672,Piñata,Norte,BB_31,2026-03-15 11:05:00,2026-03-15 11:30:00,2026-03-15 11:56:00,2026-03-15 12:05:00,51.0,25.0,True,11
SRV_323,Check-out,1810,Luna,Norte,BB_20,2026-03-15 09:09:00,2026-03-15 09:26:00,2026-03-15 09:56:00,2026-03-15 10:09:00,47.0,17.0,True,9
SRV_324,Check-out,1468,Piñata,Norte,BB_12,2026-03-15 10:18:00,2026-03-15 10:28:00,2026-03-15 10:48:00,2026-03-15 11:18:00,30.0,10.0,True,10
SRV_325,Check-in,3202,Chile,Sur,BB_25,2026-03-15 14:20:00,2026-03-15 14:44:00,2026-03-15 15:00:00,,40.0,24.0,False,14
SRV_326,Check-out,1970,Luna,Norte,BB_28,2026-03-15 12:14:00,2026-03-15 12:30:00,2026-03-15 12:51:00,2026-03-15 13:14:00,37.0,16.0,True,12
SRV_327,Check-in,1055,Sombrero,Norte,BB_29,2026-03-15 14:21:00,2026-03-15 14:32:00,2026-03-15 14:46:00,,25.0,11.0,True,14
SRV_328,Check-in,3762,Piña,Sur,BB_31,2026-03-15 14:46:00,2026-03-15 14:52:00,2026-03-15 15:17:00,,31.0,6.0,False,14
SRV_329,Check-in,612,Villa 6,Golf,BB_25,2026-03-15 14:12:00,2026-03-15 14:33:00,2026-03-15 14:50:00,,38.0,21.0,False,14
SRV_330,Check-out,1644,Piñata,Norte,BB_05,2026-03-15 10:02:00,2026-03-15 10:15:00,2026-03-15 10:44:00,2026-03-15 11:02:00,42.0,13.0,True,10
SRV_331,Check-in,3606,Piña,Sur,BB_09,2026-03-15 19:59:00,2026-03-15 20:23:00,2026-03-15 20:46:00,,47.0,24.0,False,19
SRV_332,Check-out,1235,Sombrero,Norte,BB_08,2026-03-15 10:29:00,2026-03-15 10:54:00,2026-03-15 11:21:00,2026-03-15 11:29:00,52.0,25.0,True,10
SRV_333,Check-out,1460,Piñata,Norte,BB_31,2026-03-15 11:58:00,2026-03-15 12:15:00,2026-03-15 12:37:00,2026-03-15 12:58:00,39.0,17.0,True,11
SRV_334,Check-out,1543,Piñata,Norte,BB_11,2026-03-15 11:27:00,2026-03-15 11:32:00,2026-03-15 11:57:00,2026-03-15 12:27:00,30.0,5.0,True,11
SRV_335,Check-in,3428,Mango,Sur,BB_07,2026-03-15 14:22:00,2026-03-15 14:42:00,2026-03-15 15:08:00,,46.0,20.0,False,14
SRV_336,Check-in,1160,Sombrero,Norte,BB_27,2026-03-15 14:29:00,2026-03-15 14:36:00,2026-03-15 15:04:00,,35.0,7.0,False,14
SRV_337,Check-in,1144,Sombrero,Norte,BB_19,2026-03-15 16:33:00,2026-03-15 16:52:00,2026-03-15 17:15:00,,42.0,19.0,False,16
SRV_338,Check-in,1422,Piñata,Norte,BB_28,2026-03-15 14:10:00,2026-03-15 14:23:00,2026-03-15 14:52:00,,42.0,13.0,False,14
SRV_339,Check-out,4025,Toronja,Sur,BB_24,2026-03-15 12:26:00,2026-03-15 12:46:00,2026-03-15 13:10:00,2026-03-15 13:26:00,44.0,20.0,True,12
SRV_340,Check-out,3533,Mango,Sur,BB_03,2026-03-15 12:26:00,2026-03-15 12:41:00,2026-03-15 12:51:00,2026-03-15 13:26:00,25.0,15.0,True,12
SRV_341,Check-out,3843,Piña,Sur,BB_26,2026-03-15 10:14:00,2026-03-15 10:19:00,2026-03-15 10:30:00,2026-03-15 11:14:00,16.0,5.0,True,10
SRV_342,Check-out,3506,Mango,Sur,BB_01,2026-03-15 10:58:00,2026-03-15 11:14:00,2026-03-15 11:29:00,2026-03-15 11:58:00,31.0,16.0,True,10
SRV_343,Check-in,4055,Toronja,Sur,BB_12,2026-03-15 14:30:00,2026-03-15 14:46:00,2026-03-15 15:14:00,,44.0,16.0,False,14
SRV_344,Check-out,1078,Sombrero,Norte,BB_12,2026-03-15 10:10:00,2026-03-15 10:35:00,2026-03-15 10:55:00,2026-03-15 11:10:00,45.0,25.0,True,10
SRV_345,Check-out,3312,Mango,Sur,BB_31,2026-03-15 11:13:00,2026-03-15 11:38:00,2026-03-15 12:07:00,2026-03-15 12:13:00,54.0,25.0,True,11
SRV_346,Check-out,1469,Piñata,Norte,BB_15,2026-03-15 12:09:00,2026-03-15 12:17:00,2026-03-15 12:40:00,2026-03-15 13:09:00,31.0,8.0,True,12
SRV_347,Check-in,1245,Sombrero,Norte,BB_34,2026-03-15 17:15:00,2026-03-15 17:31:00,2026-03-15 17:41:00,,26.0,16.0,True,17
SRV_348,Check-in,1909,Luna,Norte,BB_12,2026-03-15 15:53:00,2026-03-15 16:05:00,2026-03-15 16:17:00,,24.0,12.0,True,15
SRV_349,Check-in,1006,Sombrero,Norte,BB_14,2026-03-15 16:05:00,2026-03-15 16:19:00,2026-03-15 16:33:00,,28.0,14.0,True,16
SRV_350,Check-out,3712,Piña,Sur,BB_20,2026-03-15 11:10:00,2026-03-15 11:16:00,2026-03-15 11:30:00,2026-03-15 12:10:00,20.0,6.0,True,11
SRV_351,Check-out,1161,Sombrero,Norte,BB_12,2026-03-15 11:18:00,2026-03-15 11:29:00,2026-03-15 11:42:00,2026-03-15 12:18:00,24.0,11.0,True,11
SRV_352,Check-out,501,Villa 5,Golf,BB_25,2026-03-15 10:36:00,2026-03-15 10:47:00,2026-03-15 11:11:00,2026-03-15 11:36:00,35.0,11.0,True,10
SRV_353,Check-out,1846,Luna,Norte,BB_26,2026-03-15 09:16:00,2026-03-15 09:25:00,2026-03-15 09:36:00,2026-03-15 10:16:00,20.0,9.0,True,9
SRV_354,Check-in,2001,Estrella,Norte,BB_05,2026-03-15 16:46:00,2026-03-15 16:52:00,2026-03-15 17:09:00,,23.0,6.0,True,16
SRV_355,Check-out,4086,Toronja,Sur,BB_17,2026-03-15 11:30:00,2026-03-15 11:48:00,2026-03-15 12:18:00,2026-03-15 12:30:00,48.0,18.0,True,11
SRV_356,Check-in,2011,Estrella,Norte,BB_33,2026-03-15 15:54:00,2026-03-15 16:07:00,2026-03-15 16:35:00,,41.0,13.0,False,15
SRV_357,Check-out,1517,Piñata,Norte,BB_01,2026-03-15 11:43:00,2026-03-15 12:04:00,2026-03-15 12:32:00,2026-03-15 12:43:00,49.0,21.0,True,11
SRV_358,Check-in,1056,Sombrero,Norte,BB_08,2026-03-15 13:28:00,2026-03-15 13:49:00,2026-03-15 14:01:00,,33.0,21.0,False,13
SRV_359,Check-in,2001,Estrella,Norte,BB_17,2026-03-15 15:42:00,2026-03-15 15:57:00,2026-03-15 16:14:00,,32.0,15.0,False,15
SRV_360,Check-out,1536,Piñata,Norte,BB_11,2026-03-15 11:10:00,2026-03-15 11:22:00,2026-03-15 11:49:00,2026-03-15 12:10:00,39.0,12.0,True,11
SRV_361,Check-out,1028,Sombrero,Norte,BB_13,2026-03-15 11:23:00,2026-03-15 11:44:00,2026-03-15 12:13:00,2026-03-15 12:23:00,50.0,21.0,True,11
SRV_362,Check-in,116,Villa 1,Golf,BB_13,2026-03-15 15:09:00,2026-03-15 15:34:00,2026-03-15 16:01:00,,52.0,25.0,False,15
SRV_363,Check-out,3351,Mango,Sur,BB_28,2026-03-15 12:06:00,2026-03-15 12:19:00,2026-03-15 12:33:00,2026-03-15 13:06:00,27.0,13.0,True,12
SRV_364,Check-in,1271,Sombrero,Norte,BB_16,2026-03-15 14:55:00,2026-03-15 15:10:00,2026-03-15 15:39:00,,44.0,15.0,False,14
SRV_365,Check-in,3822,Piña,Sur,BB_06,2026-03-15 17:14:00,2026-03-15 17:19:00,2026-03-15 17:29:00,,15.0,5.0,True,17
SRV_366,Check-out,1936,Luna,Norte,BB_02,2026-03-15 11:20:00,2026-03-15 11:43:00,2026-03-15 11:58:00,2026-03-15 12:20:00,38.0,23.0,True,11
SRV_367,Check-in,3547,Mango,Sur,BB_25,2026-03-15 16:56:00,2026-03-15 17:12:00,2026-03-15 17:40:00,,44.0,16.0,False,16
SRV_368,Check-out,1417,Piñata,Norte,BB_35,2026-03-15 11:25:00,2026-03-15 11:30:00,2026-03-15 11:51:00,2026-03-15 12:25:00,26.0,5.0,True,11
SRV_369,Check-in,4059,Toronja,Sur,BB_20,2026-03-15 16:12:00,2026-03-15 16:19:00,2026-03-15 16:32:00,,20.0,7.0,True,16
SRV_370,Check-in,1649,Piñata,Norte,BB_25,2026-03-15 11:02:00,2026-03-15 11:25:00,2026-03-15 11:39:00,,37.0,23.0,False,11
SRV_371,Check-out,4043,Toronja,Sur,BB_11,2026-03-15 11:16:00,2026-03-15 11:23:00,2026-03-15 11:43:00,2026-03-15 12:16:00,27.0,7.0,True,11
SRV_372,Check-in,1486,Piñata,Norte,BB_10,2026-03-15 13:59:00,2026-03-15 14:10:00,2026-03-15 14:39:00,,40.0,11.0,False,13
SRV_373,Check-out,1762,Luna,Norte,BB_24,2026-03-15 07:29:00,2026-03-15 07:48:00,2026-03-15 08:08:00,2026-03-15 08:29:00,39.0,19.0,True,7
SRV_374,Check-in,3323,Mango,Sur,BB_01,2026-03-15 13:44:00,2026-03-15 14:04:00,2026-03-15 14:21:00,,37.0,20.0,False,13
SRV_375,Check-in,3917,Toronja,Sur,BB_03,2026-03-15 16:58:00,2026-03-15 17:10:00,2026-03-15 17:36:00,,38.0,12.0,False,16
SRV_376,Check-out,3668,Piña,Sur,BB_02,2026-03-15 12:08:00,2026-03-15 12:22:00,2026-03-15 12:48:00,2026-03-15 13:08:00,40.0,14.0,True,12
SRV_377,Check-out,1674,Piñata,Norte,BB_22,2026-03-15 10:20:00,2026-03-15 10:38:00,2026-03-15 11:04:00,2026-03-15 11:20:00,44.0,18.0,True,10
SRV_378,Check-out,3359,Mango,Sur,BB_16,2026-03-15 10:08:00,2026-03-15 10:30:00,2026-03-15 11:00:00,2026-03-15 11:08:00,52.0,22.0,True,10
SRV_379,Check-in,1116,Sombrero,Norte,BB_17,2026-03-15 17:43:00,2026-03-15 17:55:00,2026-03-15 18:25:00,,42.0,12.0,False,17
SRV_380,Check-out,1163,Sombrero,Norte,BB_13,2026-03-15 11:06:00,2026-03-15 11:31:00,2026-03-15 11:58:00,2026-03-15 12:06:00,52.0,25.0,True,11
SRV_381,Check-in,3472,Mango,Sur,BB_34,2026-03-15 17:06:00,2026-03-15 17:14:00,2026-03-15 17:25:00,,19.0,8.0,True,17
SRV_382,Check-out,4126,Toronja,Sur,BB_30,2026-03-15 11:06:00,2026-03-15 11:30:00,2026-03-15 11:42:00,2026-03-15 12:06:00,36.0,24.0,True,11
SRV_383,Check-in,3908,Toronja,Sur,BB_26,2026-03-15 15:44:00,2026-03-15 16:09:00,2026-03-15 16:35:00,,51.0,25.0,False,15
SRV_384,Check-in,3555,Mango,Sur,BB_14,2026-03-15 13:01:00,2026-03-15 13:11:00,2026-03-15 13:24:00,,23.0,10.0,True,13
SRV_385,Check-out,1931,Luna,Norte,BB_23,2026-03-15 09:51:00,2026-03-15 10:03:00,2026-03-15 10:26:00,2026-03-15 10:51:00,35.0,12.0,True,9
SRV_386,Check-out,4020,Toronja,Sur,BB_27,2026-03-15 10:01:00,2026-03-15 10:18:00,2026-03-15 10:46:00,2026-03-15 11:01:00,45.0,17.0,True,10
SRV_387,Check-in,404,Villa 4,Golf,BB_03,2026-03-15 13:50:00,2026-03-15 14:13:00,2026-03-15 14:41:00,,51.0,23.0,False,13
SRV_388,Check-in,2007,Estrella,Norte,BB_20,2026-03-15 14:30:00,2026-03-15 14:48:00,2026-03-15 15:08:00,,38.0,18.0,False,14
SRV_389,Check-in,2015,Estrella,Norte,BB_27,2026-03-15 13:17:00,2026-03-15 13:37:00,2026-03-15 14:02:00,,45.0,20.0,False,13
SRV_390,Check-in,3634,Piña,Sur,BB_34,2026-03-15 11:42:00,2026-03-15 12:00:00,2026-03-15 12:30:00,,48.0,18.0,False,11
SRV_391,Check-in,1049,Sombrero,Norte,BB_30,2026-03-15 15:39:00,2026-03-15 16:04:00,2026-03-15 16:32:00,,53.0,25.0,False,15
SRV_392,Check-out,1262,Sombrero,Norte,BB_20,2026-03-15 10:59:00,2026-03-15 11:15:00,2026-03-15 11:37:00,2026-03-15 11:59:00,38.0,16.0,True,10
SRV_393,Check-out,3015,Chile,Sur,BB_33,2026-03-15 11:12:00,2026-03-15 11:18:00,2026-03-15 11:29:00,2026-03-15 12:12:00,17.0,6.0,True,11
SRV_394,Check-out,3115,Chile,Sur,BB_02,2026-03-15 12:16:00,2026-03-15 12:27:00,2026-03-15 12:45:00,2026-03-15 13:16:00,29.0,11.0,True,12
SRV_395,Check-in,4050,Toronja,Sur,BB_19,2026-03-15 14:43:00,2026-03-15 15:01:00,2026-03-15 15:11:00,,28.0,18.0,True,14
SRV_396,Check-in,3015,Chile,Sur,BB_35,2026-03-15 15:18:00,2026-03-15 15:28:00,2026-03-15 15:56:00,,38.0,10.0,False,15
SRV_397,Check-in,3919,Toronja,Sur,BB_15,2026-03-15 14:09:00,2026-03-15 14:22:00,2026-03-15 14:45:00,,36.0,13.0,False,14
SRV_398,Check-in,3587,Mango,Sur,BB_12,2026-03-15 17:20:00,2026-03-15 17:28:00,2026-03-15 17:49:00,,29.0,8.0,True,17
SRV_399,Check-in,4172,Toronja,Sur,BB_23,2026-03-15 14:48:00,2026-03-15 15:11:00,2026-03-15 15:34:00,,46.0,23.0,False,14
SRV_400,Check-in,3707,Piña,Sur,BB_19,2026-03-15 14:02:00,2026-03-15 14:13:00,2026-03-15 14:43:00,,41.0,11.0,False,14
SRV_401,Check-out,3757,Piña,Sur,BB_27,2026-03-15 11:23:00,2026-03-15 11:47:00,2026-03-15 12:08:00,2026-03-15 12:23:00,45.0,24.0,True,11
SRV_402,Check-in,314,Villa 3,Golf,BB_19,2026-03-15 15:08:00,2026-03-15 15:26:00,2026-03-15 15:55:00,,47.0,18.0,False,15
SRV_403,Check-out,3857,Piña,Sur,BB_07,2026-03-15 11:05:00,2026-03-15 11:19:00,2026-03-15 11:46:00,2026-03-15 12:05:00,41.0,14.0,True,11
SRV_404,Check-in,3329,Mango,Sur,BB_13,2026-03-15 14:47:00,2026-03-15 15:02:00,2026-03-15 15:22:00,,35.0,15.0,False,14
SRV_405,Check-out,1272,Sombrero,Norte,BB_32,2026-03-15 09:42:00,2026-03-15 09:53:00,2026-03-15 10:04:00,2026-03-15 10:42:00,22.0,11.0,True,9
SRV_406,Check-in,1045,Sombrero,Norte,BB_27,2026-03-15 16:40:00,2026-03-15 17:00:00,2026-03-15 17:11:00,,31.0,20.0,False,16
SRV_407,Check-out,4032,Toronja,Sur,BB_14,2026-03-15 09:20:00,2026-03-15 09:39:00,2026-03-15 10:01:00,2026-03-15 10:20:00,41.0,19.0,True,9
SRV_408,Check-out,1702,Luna,Norte,BB_27,2026-03-15 10:57:00,2026-03-15 11:13:00,2026-03-15 11:33:00,2026-03-15 11:57:00,36.0,16.0,True,10
SRV_409,Check-out,3877,Piña,Sur,BB_08,2026-03-15 11:44:00,2026-03-15 12:01:00,2026-03-15 12:17:00,2026-03-15 12:44:00,33.0,17.0,True,11
SRV_410,Check-out,1922,Luna,Norte,BB_17,2026-03-15 12:55:00,2026-03-15 13:12:00,2026-03-15 13:29:00,2026-03-15 13:55:00,34.0,17.0,True,12
SRV_411,Check-out,1644,Piñata,Norte,BB_25,2026-03-15 10:33:00,2026-03-15 10:50:00,2026-03-15 11:04:00,2026-03-15 11:33:00,31.0,17.0,True,10
SRV_412,Check-out,3961,Toronja,Sur,BB_02,2026-03-15 11:12:00,2026-03-15 11:23:00,2026-03-15 11:51:00,2026-03-15 12:12:00,39.0,11.0,True,11
SRV_413,Check-in,1140,Sombrero,Norte,BB_33,2026-03-15 12:56:00,2026-03-15 13:03:00,2026-03-15 13:29:00,,33.0,7.0,False,12
SRV_414,Check-out,3501,Mango,Sur,BB_26,2026-03-15 11:04:00,2026-03-15 11:21:00,2026-03-15 11:34:00,2026-03-15 12:04:00,30.0,17.0,True,11
SRV_415,Check-out,3469,Mango,Sur,BB_28,2026-03-15 09:18:00,2026-03-15 09:30:00,2026-03-15 10:00:00,2026-03-15 10:18:00,42.0,12.0,True,9
SRV_416,Check-out,1484,Piñata,Norte,BB_02,2026-03-15 10:48:00,2026-03-15 11:00:00,2026-03-15 11:25:00,2026-03-15 11:48:00,37.0,12.0,True,10
SRV_417,Check-out,3537,Mango,Sur,BB_35,2026-03-15 10:31:00,2026-03-15 10:52:00,2026-03-15 11:05:00,2026-03-15 11:31:00,34.0,21.0,True,10
SRV_418,Check-in,1047,Sombrero,Norte,BB_11,2026-03-15 16:32:00,2026-03-15 16:56:00,2026-03-15 17:07:00,,35.0,24.0,False,16
SRV_419,Check-in,1431,Piñata,Norte,BB_30,2026-03-15 15:17:00,2026-03-15 15:41:00,2026-03-15 16:10:00,,53.0,24.0,False,15
SRV_420,Check-in,1269,Sombrero,Norte,BB_18,2026-03-15 16:01:00,2026-03-15 16:18:00,2026-03-15 16:32:00,,31.0,17.0,False,16
SRV_421,Check-out,2011,Estrella,Norte,BB_27,2026-03-15 08:48:00,2026-03-15 09:07:00,2026-03-15 09:32:00,2026-03-15 09:48:00,44.0,19.0,True,8
SRV_422,Check-in,1882,Luna,Norte,BB_26,2026-03-15 17:23:00,2026-03-15 17:28:00,2026-03-15 17:39:00,,16.0,5.0,True,17
SRV_423,Check-out,1459,Piñata,Norte,BB_28,2026-03-15 11:24:00,2026-03-15 11:42:00,2026-03-15 12:02:00,2026-03-15 12:24:00,38.0,18.0,True,11
SRV_424,Check-out,3989,Toronja,Sur,BB_17,2026-03-15 10:49:00,2026-03-15 11:10:00,2026-03-15 11:30:00,2026-03-15 11:49:00,41.0,21.0,True,10
SRV_425,Check-in,1568,Piñata,Norte,BB_33,2026-03-15 10:24:00,2026-03-15 10:43:00,2026-03-15 11:09:00,,45.0,19.0,False,10
SRV_426,Check-in,1659,Piñata,Norte,BB_20,2026-03-15 12:34:00,2026-03-15 12:39:00,2026-03-15 12:49:00,,15.0,5.0,True,12
SRV_427,Check-in,3350,Mango,Sur,BB_22,2026-03-15 13:18:00,2026-03-15 13:23:00,2026-03-15 13:38:00,,20.0,5.0,True,13
SRV_428,Check-in,3476,Mango,Sur,BB_09,2026-03-15 18:04:00,2026-03-15 18:14:00,2026-03-15 18:32:00,,28.0,10.0,True,18
SRV_429,Check-in,3438,Mango,Sur,BB_14,2026-03-15 13:54:00,2026-03-15 14:14:00,2026-03-15 14:27:00,,33.0,20.0,False,13
SRV_430,Check-out,1703,Luna,Norte,BB_27,2026-03-15 10:38:00,2026-03-15 10:48:00,2026-03-15 11:00:00,2026-03-15 11:38:00,22.0,10.0,True,10
SRV_431,Check-out,3768,Piña,Sur,BB_22,2026-03-15 10:09:00,2026-03-15 10:33:00,2026-03-15 10:54:00,2026-03-15 11:09:00,45.0,24.0,True,10
SRV_432,Check-out,1158,Sombrero,Norte,BB_26,2026-03-15 11:01:00,2026-03-15 11:23:00,2026-03-15 11:51:00,2026-03-15 12:01:00,50.0,22.0,True,11
SRV_433,Check-out,1851,Luna,Norte,BB_24,2026-03-15 11:44:00,2026-03-15 11:55:00,2026-03-15 12:24:00,2026-03-15 12:44:00,40.0,11.0,True,11
SRV_434,Check-out,1207,Sombrero,Norte,BB_15,2026-03-15 11:25:00,2026-03-15 11:33:00,2026-03-15 12:02:00,2026-03-15 12:25:00,37.0,8.0,True,11
SRV_435,Check-in,1610,Piñata,Norte,BB_17,2026-03-15 15:09:00,2026-03-15 15:26:00,2026-03-15 15:54:00,,45.0,17.0,False,15
SRV_436,Check-in,1977,Luna,Norte,BB_26,2026-03-15 13:18:00,2026-03-15 13:28:00,2026-03-15 13:38:00,,20.0,10.0,True,13
SRV_437,Check-in,3822,Piña,Sur,BB_28,2026-03-15 14:41:00,2026-03-15 15:04:00,2026-03-15 15:17:00,,36.0,23.0,False,14
SRV_438,Check-out,3923,Toronja,Sur,BB_01,2026-03-15 11:35:00,2026-03-15 11:46:00,2026-03-15 12:05:00,2026-03-15 12:35:00,30.0,11.0,True,11
SRV_439,Check-out,1629,Piñata,Norte,BB_04,2026-03-15 10:00:00,2026-03-15 10:05:00,2026-03-15 10:20:00,2026-03-15 11:00:00,20.0,5.0,True,10
SRV_440,Check-in,3784,Piña,Sur,BB_08,2026-03-15 13:33:00,2026-03-15 13:38:00,2026-03-15 13:57:00,,24.0,5.0,True,13
SRV_441,Check-out,1251,Sombrero,Norte,BB_16,2026-03-15 10:29:00,2026-03-15 10:39:00,2026-03-15 10:55:00,2026-03-15 11:29:00,26.0,10.0,True,10
SRV_442,Check-out,1719,Luna,Norte,BB_14,2026-03-15 11:02:00,2026-03-15 11:24:00,2026-03-15 11:47:00,2026-03-15 12:02:00,45.0,22.0,True,11
SRV_443,Check-out,3336,Mango,Sur,BB_02,2026-03-15 11:19:00,2026-03-15 11:25:00,2026-03-15 11:47:00,2026-03-15 12:19:00,28.0,6.0,True,11
SRV_444,Check-in,114,Villa 1,Golf,BB_21,2026-03-15 15:26:00,2026-03-15 15:45:00,2026-03-15 16:03:00,,37.0,19.0,False,15
SRV_445,Check-out,3325,Mango,Sur,BB_35,2026-03-15 10:59:00,2026-03-15 11:10:00,2026-03-15 11:37:00,2026-03-15 11:59:00,38.0,11.0,True,10
SRV_446,Check-in,1659,Piñata,Norte,BB_16,2026-03-15 15:18:00,2026-03-15 15:35:00,2026-03-15 15:58:00,,40.0,17.0,False,15
SRV_447,Check-out,3855,Piña,Sur,BB_34,2026-03-15 10:54:00,2026-03-15 11:05:00,2026-03-15 11:16:00,2026-03-15 11:54:00,22.0,11.0,True,10
SRV_448,Check-out,2015,Estrella,Norte,BB_12,2026-03-15 11:56:00,2026-03-15 12:10:00,2026-03-15 12:25:00,2026-03-15 12:56:00,29.0,14.0,True,11
SRV_449,Check-in,1948,Luna,Norte,BB_11,2026-03-15 14:57:00,2026-03-15 15:13:00,2026-03-15 15:32:00,,35.0,16.0,False,14
SRV_450,Check-out,3827,Piña,Sur,BB_13,2026-03-15 10:51:00,2026-03-15 11:16:00,2026-03-15 11:29:00,2026-03-15 11:51:00,38.0,25.0,True,10
SRV_451,Check-in,3735,Piña,Sur,BB_26,2026-03-15 16:22:00,2026-03-15 16:41:00,2026-03-15 16:54:00,,32.0,19.0,False,16
SRV_452,Check-out,3751,Piña,Sur,BB_16,2026-03-15 11:04:00,2026-03-15 11:15:00,2026-03-15 11:44:00,2026-03-15 12:04:00,40.0,11.0,True,11
SRV_453,Check-in,2101,Estrella,Norte,BB_12,2026-03-15 13:35:00,2026-03-15 13:40:00,2026-03-15 13:57:00,,22.0,5.0,True,13
SRV_454,Check-in,4033,Toronja,Sur,BB_26,2026-03-15 16:49:00,2026-03-15 17:10:00,2026-03-15 17:22:00,,33.0,21.0,False,16
SRV_455,Check-in,1024,Sombrero,Norte,BB_07,2026-03-15 11:41:00,2026-03-15 11:50:00,2026-03-15 12:04:00,,23.0,9.0,True,11
SRV_456,Check-in,4073,Toronja,Sur,BB_35,2026-03-15 18:39:00,2026-03-15 18:53:00,2026-03-15 19:16:00,,37.0,14.0,False,18
SRV_457,Check-in,1271,Sombrero,Norte,BB_33,2026-03-15 15:58:00,2026-03-15 16:05:00,2026-03-15 16:21:00,,23.0,7.0,True,15
SRV_458,Check-in,4154,Toronja,Sur,BB_02,2026-03-15 13:41:00,2026-03-15 13:56:00,2026-03-15 14:23:00,,42.0,15.0,False,13
SRV_459,Check-in,3341,Mango,Sur,BB_01,2026-03-15 16:46:00,2026-03-15 16:58:00,2026-03-15 17:09:00,,23.0,12.0,True,16
SRV_460,Check-out,3722,Piña,Sur,BB_18,2026-03-15 10:52:00,2026-03-15 11:11:00,2026-03-15 11:31:00,2026-03-15 11:52:00,39.0,19.0,True,10
SRV_461,Check-out,3100,Chile,Sur,BB_17,2026-03-15 12:15:00,2026-03-15 12:22:00,2026-03-15 12:39:00,2026-03-15 13:15:00,24.0,7.0,True,12
SRV_462,Check-in,2011,Estrella,Norte,BB_32,2026-03-15 15:14:00,2026-03-15 15:20:00,2026-03-15 15:50:00,,36.0,6.0,False,15
SRV_463,Check-in,2100,Estrella,Norte,BB_22,2026-03-15 17:28:00,2026-03-15 17:40:00,2026-03-15 17:57:00,,29.0,12.0,True,17
SRV_464,Check-in,2209,Estrella,Norte,BB_24,2026-03-15 14:08:00,2026-03-15 14:20:00,2026-03-15 14:46:00,,38.0,12.0,False,14
SRV_465,Check-in,1125,Sombrero,Norte,BB_27,2026-03-15 14:08:00,2026-03-15 14:17:00,2026-03-15 14:28:00,,20.0,9.0,True,14
SRV_466,Check-in,1862,Luna,Norte,BB_22,2026-03-15 15:19:00,2026-03-15 15:37:00,2026-03-15 15:59:00,,40.0,18.0,False,15
SRV_467,Check-out,1023,Sombrero,Norte,BB_25,2026-03-15 10:02:00,2026-03-15 10:14:00,2026-03-15 10:34:00,2026-03-15 11:02:00,32.0,12.0,True,10
SRV_468,Check-in,3520,Mango,Sur,BB_10,2026-03-15 15:51:00,2026-03-15 16:00:00,2026-03-15 16:13:00,,22.0,9.0,True,15
SRV_469,Check-out,3907,Toronja,Sur,BB_17,2026-03-15 12:30:00,2026-03-15 12:43:00,2026-03-15 12:57:00,2026-03-15 13:30:00,27.0,13.0,True,12
SRV_470,Check-out,1733,Luna,Norte,BB_09,2026-03-15 10:02:00,2026-03-15 10:14:00,2026-03-15 10:36:00,2026-03-15 11:02:00,34.0,12.0,True,10
SRV_471,Check-in,3487,Mango,Sur,BB_27,2026-03-15 10:57:00,2026-03-15 11:19:00,2026-03-15 11:48:00,,51.0,22.0,False,10
SRV_472,Check-out,3915,Toronja,Sur,BB_13,2026-03-15 11:53:00,2026-03-15 12:01:00,2026-03-15 12:11:00,2026-03-15 12:53:00,18.0,8.0,True,11
SRV_473,Check-in,502,Villa 5,Golf,BB_05,2026-03-15 12:16:00,2026-03-15 12:33:00,2026-03-15 12:49:00,,33.0,17.0,False,12
SRV_474,Check-in,3754,Piña,Sur,BB_12,2026-03-15 12:26:00,2026-03-15 12:47:00,2026-03-15 13:08:00,,42.0,21.0,False,12
SRV_475,Check-in,2002,Estrella,Norte,BB_26,2026-03-15 13:53:00,2026-03-15 14:03:00,2026-03-15 14:29:00,,36.0,10.0,False,13
SRV_476,Check-in,3638,Piña,Sur,BB_24,2026-03-15 12:57:00,2026-03-15 13:15:00,2026-03-15 13:34:00,,37.0,18.0,False,12
SRV_477,Check-in,1518,Piñata,Norte,BB_13,2026-03-15 16:36:00,2026-03-15 17:00:00,2026-03-15 17:30:00,,54.0,24.0,False,16
SRV_478,Check-in,3323,Mango,Sur,BB_33,2026-03-15 13:54:00,2026-03-15 14:01:00,2026-03-15 14:26:00,,32.0,7.0,False,13
SRV_479,Check-out,1680,Piñata,Norte,BB_31,2026-03-15 11:23:00,2026-03-15 11:31:00,2026-03-15 11:53:00,2026-03-15 12:23:00,30.0,8.0,True,11
SRV_480,Check-in,203,Villa 2,Golf,BB_03,2026-03-15 13:44:00,2026-03-15 14:02:00,2026-03-15 14:19:00,,35.0,18.0,False,13
SRV_481,Check-out,3882,Piña,Sur,BB_12,2026-03-15 11:52:00,2026-03-15 12:12:00,2026-03-15 12:25:00,2026-03-15 12:52:00,33.0,20.0,True,11
SRV_482,Check-out,3586,Mango,Sur,BB_30,2026-03-15 10:21:00,2026-03-15 10:40:00,2026-03-15 11:05:00,2026-03-15 11:21:00,44.0,19.0,True,10
